    ,0_x                  ,1_x                  ,2_x                  ,3_x                   ,video                                          ,0_y                  ,1_y                  ,2_y                 ,3_y                 ,0_x_x               ,1_x_x               ,2_x_x               ,3_x_x               ,0_y_x               ,1_y_x               ,2_y_x               ,3_y_x               ,0_x_y                ,1_x_y                ,2_x_y                ,3_x_y               ,0_y_y                 ,1_y_y                ,2_y_y                ,3_y_y               ,pred
  0 ,0.14879196574777812  ,0.07491179152791606  ,0.030451136628360825 ,0.008373559328804967  ,UCL10_1080p_CBR_750_na_na_50_on_ST_            ,0.07976706725318784  ,0.2766040351215646   ,0.5832095388947328  ,0.7983634491966787  ,0.7202382909387456  ,0.6471968846043651  ,0.5051296909061456  ,0.47069077826474665 ,0.7110236908819462  ,0.6452818020571258  ,0.509113811086698   ,0.4728523447191851  ,0.06589693198184342  ,0.13319009077330377  ,0.3292970044341556   ,0.6108722383107391  ,0.04502556288526485   ,0.13050805589247402  ,0.30982574522369544  ,0.5664677149734753  ,28.658482981756965
  1 ,0.14483710114321932  ,0.0759892156597863   ,0.030823473676574897 ,0.008657639914967761  ,UCL10_396p_CBR_1800_na_na_25_on_ST_            ,0.05314190187528348  ,0.11773730716505144  ,0.23210671004344227 ,0.32434712256477777 ,0.7249414438765592  ,0.5247791592706882  ,0.428461554546208   ,0.48921013099373295 ,0.7079616377686739  ,0.5275365503651034  ,0.43428613702711344 ,0.4920861704366221  ,0.0692302326784243   ,0.04966641904415873  ,0.11764012217449048  ,0.23813295516587552 ,0.038555635844389244  ,0.0476277310217835   ,0.11484274201948447  ,0.22543719006601667 ,52.90249188299774
  2 ,0.10607779025504699  ,0.05347350014781704  ,0.02137063388854667  ,0.0051394751001092    ,UCL10_396p_CBR_300_na_na_25_on_ST_             ,0.04703707892140075  ,0.09271286237352594  ,0.18816304733490183 ,0.28694467371776206 ,0.6693733760919903  ,0.5020274541317388  ,0.4275259191080261  ,0.4891982073493925  ,0.6571640915952351  ,0.5059036296857826  ,0.43337629801876276 ,0.49207407846552753 ,0.06893169895994135  ,0.04316860458790358  ,0.08997983352986366  ,0.17511540864164823 ,0.03825333707794926   ,0.041171623569550314 ,0.08676096108825043  ,0.16861154377004314 ,62.07931702600048
  3 ,0.13147484245337504  ,0.06754961036618337  ,0.027296078653321763 ,0.007174636057088956  ,UCL10_396p_CBR_750_na_na_25_max_F_             ,0.047682349580595786 ,0.09847283587363674  ,0.20318882788269432 ,0.29938219648864817 ,0.6848816595996112  ,0.5007948085868889  ,0.42745281519280165 ,0.4891982073493925  ,0.6703325294771166  ,0.5047053091729081  ,0.4333025669425696  ,0.49206972435437574 ,0.06881204465302482  ,0.042880268003862805 ,0.09514342759371881  ,0.1936051342043897  ,0.03813126061765069   ,0.040983684443818856 ,0.09185644461771396  ,0.19093320647362874 ,56.440707054385115
  4 ,0.6079220418886906   ,0.4266931267921757   ,0.2794016962118041   ,0.11409903329639796   ,UCL10_1080p_CBR_12000_na_na_50_on_ST_          ,0.1989756429099497   ,0.607224068763286    ,0.8792959457404063  ,0.9733656348832747  ,0.8391407315749485  ,0.783429011908107   ,0.6348924233173112  ,0.48789939218833717 ,0.823801565163778   ,0.7757359279471072  ,0.6353434397156361  ,0.48993018988126535 ,0.14642693703619816  ,0.453961376565847    ,0.7358216168135806   ,0.873794996305247   ,0.12562888665261132   ,0.4452805975956213   ,0.7042580031054563   ,0.8120637386414374  ,-25.789439853896564
  5 ,0.3568735124350985   ,0.19690960344211958  ,0.09265955652303455  ,0.027673206904941756  ,UCL10_1080p_CBR_2600_na_na_50_on_ST_           ,0.12230519851381856  ,0.4275511961042233   ,0.7623241714215575  ,0.927432924132312   ,0.8076167169045028  ,0.7216616864814506  ,0.5514310677950514  ,0.47631336962159776 ,0.7935763004116123  ,0.7168814604723961  ,0.5544995700525915  ,0.47847304575061655 ,0.08514061530042971  ,0.2513072311535922   ,0.5482841315422192   ,0.7867340022063464  ,0.06495228333483248   ,0.24565581178999304  ,0.5193576141873085   ,0.7292378688799399  ,-7.263022698632302
  6 ,0.11057548126031838  ,0.04833464989485944  ,0.02061303719979272  ,0.016121246466127087  ,UCL1_720p_CBR_300_na_na_50_on_ST_              ,0.10248257985078338  ,0.15413346895061944  ,0.26131230463293753 ,0.4715393201845046  ,0.498823597271774   ,0.32627717564180725 ,0.2336686339937206  ,0.43498077825820347 ,0.5014491315637216  ,0.3276185905759267  ,0.23386650878831775 ,0.43523360177884224 ,0.08392666792972213  ,0.09498197332043241  ,0.14425602275146582  ,0.3087785873917857  ,0.058186624759312     ,0.0919956133776172   ,0.1401387736489804   ,0.2997894723317919  ,58.01393649897548
  7 ,0.19613954935125666  ,0.09042623409465607  ,0.03860417911550648  ,0.03253370205109316   ,UCL1_540p_CBR_750_na_na_50_on_ST_              ,0.17476336919086088  ,0.2710876866350723   ,0.45215679279801535 ,0.711621344125444   ,0.6618577818197398  ,0.4223689893851531  ,0.24365222865367875 ,0.4356594451771223  ,0.6602395160452562  ,0.4224996970819458  ,0.24380922609159858 ,0.43591571493403347 ,0.1044566793522316   ,0.14744873297490263  ,0.2580743936262963   ,0.5520120070178183  ,0.0781906242303946    ,0.1429523482590311   ,0.2519430717333095   ,0.5354949833590594  ,32.85147461800342
  8 ,0.3133888794807176   ,0.15801201241313642  ,0.07258186205902581  ,0.021696442602210902  ,UCL10_2160p_CBR_2600_na_na_50_max_F_           ,0.14099951041883954  ,0.36875486464129187  ,0.6485906559647272  ,0.8427523593422371  ,0.7533769527384188  ,0.6789082525885078  ,0.5325033765044558  ,0.488288899313628   ,0.7440292573696626  ,0.6766759752681418  ,0.5361259470449541  ,0.49056308867421144 ,0.1271739277087072   ,0.22861761350294021  ,0.423053107175078    ,0.6880621065662568  ,0.10696350019469299   ,0.22331764895645353  ,0.4057506403977345   ,0.6430789048023026  ,2.843245430919179
  9 ,0.08012095434830964  ,0.03992542293982224  ,0.018138535804510934 ,0.01239922868488698   ,UCL2_396p_CBR_750_na_na_25_on_ST_              ,0.06100727898121967  ,0.13180345411994626  ,0.2167219231430493  ,0.3145433854826258  ,0.5286888329092347  ,0.29670451759046995 ,0.1619355171008071  ,0.26184934466700904 ,0.5397110306608093  ,0.29757060153552084 ,0.16107190134312474 ,0.2606232268351958  ,0.03370157415800916  ,0.061566153903367025 ,0.14326072147035543  ,0.261483728075771   ,0.020408941830309175  ,0.057451659194368926 ,0.13562769725636328  ,0.24758573416521448 ,72.1629056869199
